uf,regiao,bioma,mes,precipitacao_mm,precipitacao_max_24h_mm,dias_com_chuva,temperatura_media_c,umidade_relativa_pct,rajada_vento_max_kmh,altitude_m,declividade_media_pct,densidade_demografica_hab_km2,pct_area_urbana,indice_vegetacao_ndvi,tipo_desastre
PE,Nordeste,Caatinga,9,29.5,17.6,0,25.1,61.9,32.6,613.0,8.9,16.0,15.3,0.273,estiagem_seca
CE,Nordeste,Caatinga,10,32.1,19.9,3,25.1,68.9,9.2,201.0,14.6,9.2,15.3,0.378,estiagem_seca
CE,Nordeste,Cerrado,11,51.3,20.9,3,26.4,65.9,53.0,273.0,7.9,100.1,19.2,0.333,incendio_florestal
MS,Centro-Oeste,Cerrado,12,127.3,77.9,16,27.4,71.2,79.4,585.0,11.1,57.7,15.1,0.539,tempestade
ES,Sudeste,Mata Atlantica,11,184.0,86.3,12,25.6,76.5,33.5,771.0,12.6,6.9,18.0,0.503,nenhum
SP,Sudeste,Mata Atlantica,10,95.1,19.1,5,21.6,86.9,37.1,715.0,18.7,81.3,29.7,0.383,nenhum
DF,Centro-Oeste,Cerrado,6,87.1,46.7,3,25.2,67.4,31.5,406.0,4.5,61.2,19.6,0.301,nenhum
PI,Nordeste,Caatinga,7,30.6,14.5,3,27.4,55.8,45.6,72.0,10.6,3.0,12.8,0.28,estiagem_seca
TO,Norte,Amazonia,8,154.7,36.0,10,21.3,87.2,37.2,73.0,7.9,16.9,18.9,0.536,nenhum
DF,Centro-Oeste,Cerrado,3,294.2,57.8,24,22.6,80.3,74.0,917.0,6.1,72.2,18.2,0.538,tempestade
SP,Sudeste,Mata Atlantica,9,57.9,18.9,2,18.6,71.7,33.5,496.0,10.6,10.6,18.9,0.316,nenhum
SP,Sudeste,Mata Atlantica,8,59.9,13.9,2,17.8,60.8,49.7,460.0,15.4,33.6,16.7,0.372,nenhum
BA,Nordeste,Cerrado,7,65.2,33.4,3,23.0,66.3,35.4,329.0,10.4,16.2,15.7,0.317,nenhum
ES,Sudeste,Mata Atlantica,11,100.7,29.9,7,20.8,73.6,19.2,800.0,12.4,4.6,11.6,0.482,nenhum
MS,Centro-Oeste,Cerrado,9,88.8,49.1,8,19.5,83.3,53.6,192.0,1.8,2.1,10.4,0.4,nenhum
SP,Sudeste,Cerrado,12,205.1,25.5,19,25.5,80.5,17.1,252.0,8.0,8.4,16.2,0.5,nenhum
MS,Centro-Oeste,Amazonia,12,159.6,19.9,11,25.9,73.2,44.0,1375.0,13.7,972.1,42.4,0.46,nenhum
RJ,Sudeste,Mata Atlantica,10,124.3,47.8,16,23.1,54.1,34.3,269.0,7.8,7.7,12.0,0.471,tempestade
DF,Centro-Oeste,Cerrado,4,60.7,17.6,6,26.6,51.9,32.1,951.0,7.1,38.0,15.6,0.33,incendio_florestal
RS,Sul,Pampa,3,115.8,63.2,17,17.6,86.7,52.9,385.0,12.9,44.6,19.9,0.424,nenhum
GO,Centro-Oeste,Pantanal,4,186.0,88.0,11,24.6,75.5,60.2,977.0,10.2,903.9,32.4,0.568,tempestade
AP,Norte,Cerrado,9,107.3,39.8,8,26.5,80.8,45.3,262.0,0.9,2.2,11.3,0.437,nenhum
CE,Nordeste,Mata Atlantica,11,87.0,45.1,5,29.0,63.7,63.3,301.0,10.8,16.7,13.6,0.437,tempestade
DF,Centro-Oeste,Amazonia,11,127.0,81.3,14,24.4,63.9,32.6,411.0,1.5,75.7,28.2,0.526,nenhum
SP,Sudeste,Mata Atlantica,9,89.6,60.8,10,20.4,84.0,32.1,1070.0,15.6,40.5,22.0,0.425,estiagem_seca
ES,Sudeste,Mata Atlantica,9,113.3,35.6,9,17.6,75.8,15.6,838.0,16.7,25.6,23.5,0.413,nenhum
MG,Sudeste,Mata Atlantica,12,289.5,125.9,24,23.1,75.5,36.1,75.0,13.0,110.8,25.7,0.649,inundacao
SE,Nordeste,Caatinga,9,28.0,12.2,2,25.4,56.6,26.3,446.0,19.2,2.0,11.4,0.275,estiagem_seca
ES,Sudeste,Mata Atlantica,2,158.9,22.2,15,27.0,71.6,33.6,209.0,9.5,30.8,19.3,0.511,nenhum
SP,Sudeste,Cerrado,7,72.5,21.6,6,19.6,80.2,36.2,290.0,13.9,20.2,19.2,0.36,nenhum
MT,Centro-Oeste,Cerrado,5,53.1,7.6,5,22.1,53.7,34.6,211.0,15.8,179.2,17.8,0.273,incendio_florestal
BA,Nordeste,Mata Atlantica,8,52.0,16.6,5,23.7,53.0,26.0,154.0,2.1,2.0,10.8,0.305,deslizamento
PE,Nordeste,Caatinga,8,32.2,9.3,1,22.8,67.7,34.3,143.0,7.9,33.9,24.5,0.202,incendio_florestal
MS,Centro-Oeste,Cerrado,4,131.7,94.0,12,22.4,82.2,40.1,1401.0,4.2,36.1,26.4,0.489,nenhum
ES,Sudeste,Mata Atlantica,4,126.8,46.6,8,23.1,83.3,53.7,1050.0,14.7,24.4,19.3,0.466,nenhum
RS,Sul,Mata Atlantica,2,115.2,47.1,12,16.6,78.5,18.9,410.0,2.7,19.1,19.6,0.426,nenhum
ES,Sudeste,Mata Atlantica,4,308.2,123.6,25,26.5,79.5,34.2,953.0,10.1,37.5,23.7,0.612,nenhum
BA,Nordeste,Caatinga,10,27.0,11.6,2,26.8,66.2,22.5,406.0,10.2,237.4,34.6,0.266,estiagem_seca
ES,Sudeste,Mata Atlantica,8,47.0,14.5,3,19.8,64.4,52.8,171.0,14.9,121.0,15.8,0.271,incendio_florestal
SP,Sudeste,Cerrado,12,106.0,44.9,3,21.0,77.2,14.9,936.0,27.2,15.5,19.3,0.363,deslizamento
PI,Nordeste,Caatinga,12,176.5,51.4,16,30.0,73.0,57.2,621.0,9.8,15.3,17.8,0.595,estiagem_seca
RJ,Sudeste,Mata Atlantica,11,269.9,68.0,19,20.6,85.0,23.3,1524.0,16.9,8.8,12.9,0.662,deslizamento
TO,Norte,Amazonia,3,246.4,153.0,15,25.1,92.6,64.5,99.0,2.8,204.7,33.7,0.641,tempestade
RR,Norte,Amazonia,5,158.3,89.6,13,25.4,92.4,27.6,19.0,2.3,18.3,19.7,0.468,inundacao
AP,Norte,Cerrado,1,186.4,109.7,12,30.6,88.0,49.1,40.0,14.1,7.1,14.1,0.556,estiagem_seca
BA,Nordeste,Caatinga,2,62.0,23.4,3,32.7,59.4,22.8,445.0,6.7,50.7,14.7,0.344,estiagem_seca
SC,Sul,Mata Atlantica,3,362.9,117.7,27,19.5,78.8,44.2,336.0,5.2,66.8,22.6,0.734,inundacao
GO,Centro-Oeste,Cerrado,4,111.9,55.4,8,22.6,79.8,39.4,617.0,14.0,28.7,23.5,0.437,nenhum
PE,Nordeste,Caatinga,1,48.2,19.6,3,32.4,65.1,24.6,725.0,6.6,51.6,26.2,0.322,estiagem_seca
GO,Centro-Oeste,Amazonia,11,87.0,33.9,5,29.5,62.1,33.6,110.0,9.8,33.7,25.7,0.393,incendio_florestal
MA,Nordeste,Caatinga,7,59.8,41.9,10,21.4,54.8,27.9,428.0,18.2,92.9,18.3,0.403,nenhum
PI,Nordeste,Mata Atlantica,8,48.2,9.2,1,25.9,57.0,21.2,419.0,8.6,65.1,26.7,0.4,estiagem_seca
AL,Nordeste,Caatinga,8,57.7,12.3,6,25.0,64.5,93.5,456.0,23.8,16.6,20.5,0.36,tempestade
ES,Sudeste,Mata Atlantica,12,265.0,43.0,20,24.4,86.6,10.5,27.0,5.3,114.5,28.5,0.58,inundacao
PB,Nordeste,Cerrado,2,239.4,84.0,18,27.9,73.4,43.5,642.0,12.8,12.0,15.5,0.685,tempestade
MG,Sudeste,Mata Atlantica,5,162.3,105.4,13,19.8,74.5,33.2,379.0,23.8,8.6,16.0,0.616,deslizamento
PB,Nordeste,Caatinga,4,68.6,30.0,8,27.4,53.3,28.3,585.0,7.7,55.7,24.8,0.24,incendio_florestal
MG,Sudeste,Cerrado,7,56.3,35.1,5,18.3,73.4,29.6,37.0,21.6,76.3,16.0,0.45,nenhum
SP,Sudeste,Cerrado,7,140.4,48.5,9,17.8,77.8,38.2,1067.0,25.3,156.9,26.8,0.502,deslizamento
TO,Norte,Amazonia,10,179.3,45.1,12,25.0,75.1,76.7,249.0,0.7,696.8,34.0,0.523,tempestade
RR,Norte,Amazonia,7,136.7,55.3,13,20.5,91.6,41.4,3.0,3.0,2.8,12.4,0.469,nenhum
PR,Sul,Mata Atlantica,3,172.9,50.5,13,18.2,81.0,28.0,745.0,16.1,18.0,21.9,0.488,nenhum
MT,Centro-Oeste,Cerrado,7,24.4,7.8,2,21.6,59.7,26.0,804.0,22.1,52.4,25.9,0.317,estiagem_seca
ES,Sudeste,Cerrado,12,201.0,44.7,16,22.9,86.8,16.7,608.0,15.3,548.6,38.0,0.437,nenhum
AC,Norte,Amazonia,7,97.4,39.1,9,19.3,86.7,24.8,249.0,19.3,24.0,22.2,0.543,nenhum
CE,Nordeste,Caatinga,8,32.9,10.3,2,25.3,55.9,38.9,50.0,11.4,3.7,14.2,0.361,estiagem_seca
MS,Centro-Oeste,Cerrado,3,200.4,39.4,16,29.2,74.1,45.0,1019.0,12.8,8.4,19.1,0.621,nenhum
PR,Sul,Pampa,1,109.0,26.5,12,23.5,75.2,85.0,545.0,13.8,32.1,17.5,0.45,tempestade
CE,Nordeste,Caatinga,3,209.4,45.8,16,28.0,67.8,42.8,484.0,9.9,78.0,29.9,0.519,nenhum
ES,Sudeste,Cerrado,1,369.9,65.4,28,24.4,93.3,30.6,475.0,10.5,1180.8,26.0,0.667,inundacao
RJ,Sudeste,Mata Atlantica,6,48.3,28.2,4,21.7,85.1,35.0,750.0,10.5,16.2,14.5,0.222,incendio_florestal
AC,Norte,Amazonia,11,271.6,102.8,27,25.9,85.9,58.9,49.0,1.7,96.5,29.3,0.568,inundacao
PI,Nordeste,Caatinga,6,106.8,30.4,7,24.7,73.0,48.3,361.0,17.0,205.9,32.6,0.263,nenhum
PB,Nordeste,Caatinga,8,61.2,17.3,5,22.5,58.8,28.1,255.0,1.6,18.3,15.3,0.35,nenhum
GO,Centro-Oeste,Cerrado,11,128.2,80.5,6,24.8,63.9,31.9,950.0,4.1,527.0,26.0,0.402,nenhum
MG,Sudeste,Mata Atlantica,10,174.7,53.9,13,24.5,88.1,59.5,405.0,21.9,17.9,14.1,0.539,estiagem_seca
MT,Centro-Oeste,Pantanal,8,71.5,10.2,6,22.9,66.9,29.5,629.0,14.9,9.1,13.2,0.384,nenhum
PE,Nordeste,Cerrado,10,32.8,9.5,1,30.9,64.3,22.6,108.0,3.1,432.0,25.3,0.35,estiagem_seca
ES,Sudeste,Cerrado,4,189.9,96.4,13,24.4,92.3,49.1,473.0,24.8,39.9,16.0,0.468,deslizamento
MG,Sudeste,Mata Atlantica,6,89.0,26.3,8,17.2,82.7,52.8,771.0,10.4,7.9,12.6,0.502,nenhum
MS,Centro-Oeste,Cerrado,5,93.7,37.6,12,23.6,63.8,25.5,1234.0,20.3,22.1,16.7,0.406,nenhum
MG,Sudeste,Mata Atlantica,10,198.5,65.4,14,21.2,75.8,57.3,382.0,2.1,14.5,20.1,0.545,nenhum
SE,Nordeste,Caatinga,5,142.3,49.7,9,21.4,69.4,69.9,54.0,10.3,18.5,21.8,0.489,tempestade
ES,Sudeste,Mata Atlantica,12,51.0,22.4,8,24.6,84.8,47.0,444.0,15.0,55.5,18.4,0.345,nenhum
MA,Nordeste,Caatinga,3,145.7,90.9,14,29.4,66.1,18.0,216.0,13.6,25.3,23.8,0.552,incendio_florestal
RN,Nordeste,Cerrado,3,110.5,40.3,12,29.2,68.3,34.2,37.0,9.8,933.3,19.0,0.409,nenhum
SE,Nordeste,Cerrado,9,29.6,21.0,0,26.7,53.8,61.3,221.0,12.6,24.8,16.6,0.193,estiagem_seca
ES,Sudeste,Mata Atlantica,10,135.7,73.9,15,22.7,67.8,56.3,581.0,10.0,33.8,20.9,0.366,incendio_florestal
ES,Sudeste,Mata Atlantica,9,73.0,17.6,8,20.1,91.5,7.3,690.0,11.5,390.6,36.2,0.352,nenhum
PE,Nordeste,Mata Atlantica,4,102.1,56.7,7,25.6,61.5,12.0,464.0,12.3,274.4,34.4,0.396,nenhum
SC,Sul,Mata Atlantica,1,227.1,81.4,17,21.4,84.7,42.4,367.0,3.6,131.0,29.1,0.728,nenhum
SP,Sudeste,Mata Atlantica,4,118.1,53.0,7,21.4,69.9,42.5,915.0,14.9,23.3,17.8,0.34,nenhum
AC,Norte,Amazonia,6,101.2,56.6,7,24.3,91.5,55.2,63.0,8.2,368.8,35.9,0.387,nenhum
ES,Sudeste,Mata Atlantica,5,83.2,42.7,7,22.8,81.5,23.6,907.0,18.7,23.7,13.4,0.45,nenhum
BA,Nordeste,Caatinga,12,147.0,53.0,8,31.7,77.9,46.9,166.0,1.3,8.6,11.9,0.531,estiagem_seca
PR,Sul,Mata Atlantica,11,192.5,113.5,20,20.2,80.2,55.0,398.0,9.5,17.3,19.6,0.556,tempestade
MA,Nordeste,Cerrado,10,26.1,11.9,4,27.1,73.6,30.9,319.0,10.5,140.6,19.2,0.248,inundacao
AL,Nordeste,Caatinga,1,59.8,42.2,7,28.5,70.3,32.0,54.0,16.0,28.6,25.2,0.291,incendio_florestal
DF,Centro-Oeste,Cerrado,2,325.5,87.3,28,28.1,74.2,63.2,370.0,4.6,57.3,22.0,0.682,tempestade
PI,Nordeste,Cerrado,6,52.8,21.3,5,22.2,71.8,31.1,369.0,10.0,9.7,13.0,0.42,nenhum
RJ,Sudeste,Mata Atlantica,8,95.0,23.2,10,19.1,85.9,26.2,10.0,9.3,145.8,32.6,0.265,nenhum
MS,Centro-Oeste,Cerrado,9,60.3,23.8,3,23.8,57.6,17.8,954.0,13.2,14.0,15.2,0.317,nenhum
CE,Nordeste,Caatinga,4,80.9,44.4,7,27.2,52.5,39.5,417.0,1.2,11.3,14.5,0.488,nenhum
MT,Centro-Oeste,Amazonia,2,225.6,107.1,20,28.9,79.8,34.3,763.0,14.1,30.9,15.1,0.55,tempestade
RS,Sul,Pampa,4,129.3,29.2,11,17.9,69.4,29.9,423.0,4.0,6.0,17.2,0.492,nenhum
ES,Sudeste,Mata Atlantica,10,153.4,71.3,13,21.8,81.3,39.0,1269.0,18.0,10.6,18.5,0.312,nenhum
MT,Centro-Oeste,Cerrado,12,270.8,74.7,18,27.8,84.3,59.1,637.0,7.3,11.5,19.0,0.639,tempestade
SE,Nordeste,Caatinga,12,69.5,17.8,5,27.2,58.1,51.8,27.0,6.1,60.0,20.4,0.28,incendio_florestal
PE,Nordeste,Mata Atlantica,8,65.8,11.3,6,27.3,62.5,47.5,127.0,11.7,14.6,18.4,0.422,nenhum
SC,Sul,Mata Atlantica,2,117.5,64.4,7,21.3,89.6,29.4,553.0,9.4,66.5,24.9,0.335,nenhum
SP,Sudeste,Cerrado,12,174.1,39.1,14,25.2,64.6,44.5,676.0,14.9,33.3,25.8,0.438,nenhum
MG,Sudeste,Cerrado,2,113.0,63.3,12,26.0,69.9,18.3,504.0,1.4,20.9,18.9,0.365,nenhum
RS,Sul,Mata Atlantica,4,208.9,71.7,15,16.6,83.4,42.2,415.0,8.5,270.5,22.2,0.552,nenhum
RR,Norte,Amazonia,12,446.6,54.7,24,25.6,84.2,27.2,164.0,12.8,3.6,11.1,0.666,inundacao
SP,Sudeste,Cerrado,7,97.7,27.2,8,19.6,78.4,37.9,252.0,17.9,106.8,19.4,0.356,nenhum
PB,Nordeste,Cerrado,3,124.9,60.2,10,30.4,83.9,31.3,9.0,18.8,7.7,11.6,0.49,estiagem_seca
AM,Norte,Amazonia,7,109.0,50.0,12,23.0,93.7,35.9,79.0,12.3,12.5,13.5,0.359,nenhum
DF,Centro-Oeste,Cerrado,1,161.8,22.9,11,26.0,70.8,12.1,522.0,8.8,22.2,18.6,0.546,inundacao
BA,Nordeste,Cerrado,4,100.0,65.8,9,30.2,63.8,92.1,417.0,4.8,30.1,13.5,0.366,tempestade
RS,Sul,Pampa,12,269.4,164.4,20,19.4,84.5,46.4,355.0,17.8,39.1,15.1,0.537,deslizamento
AL,Nordeste,Caatinga,4,110.2,32.3,11,29.9,71.6,56.0,338.0,11.0,49.5,14.9,0.422,estiagem_seca
ES,Sudeste,Mata Atlantica,11,138.6,84.4,11,26.2,82.0,45.1,1525.0,15.1,19.6,18.4,0.506,tempestade
MG,Sudeste,Cerrado,7,46.2,24.2,3,16.4,72.6,12.1,1688.0,10.6,1.2,9.3,0.268,estiagem_seca
MG,Sudeste,Cerrado,8,160.2,38.9,8,19.1,78.9,39.6,1471.0,13.3,14.0,17.1,0.523,incendio_florestal
PR,Sul,Pampa,9,156.1,43.2,16,14.8,74.5,15.2,13.0,10.1,145.9,26.6,0.447,nenhum
PI,Nordeste,Cerrado,7,71.8,41.4,5,22.9,67.5,27.7,289.0,3.1,96.8,18.9,0.312,nenhum
PI,Nordeste,Caatinga,1,40.2,16.4,3,29.2,66.1,34.2,270.0,11.7,101.3,30.3,0.303,estiagem_seca
CE,Nordeste,Caatinga,12,113.4,48.6,7,25.0,66.4,31.8,374.0,12.5,28.7,25.0,0.454,nenhum
AL,Nordeste,Caatinga,6,48.3,11.1,4,23.4,55.5,17.2,379.0,7.5,85.5,29.5,0.197,incendio_florestal
RS,Sul,Mata Atlantica,8,128.1,28.7,9,18.4,77.8,18.2,194.0,10.0,20.5,22.6,0.373,nenhum
MT,Centro-Oeste,Pantanal,7,75.6,28.5,6,22.8,67.8,51.6,539.0,6.6,23.7,14.0,0.423,nenhum
CE,Nordeste,Caatinga,8,35.0,5.7,4,27.4,44.5,55.0,186.0,12.3,17.2,15.9,0.22,estiagem_seca
PI,Nordeste,Caatinga,5,99.9,35.4,8,23.6,75.0,45.8,154.0,15.2,174.7,20.9,0.333,nenhum
MT,Centro-Oeste,Cerrado,11,81.4,26.2,2,26.6,72.7,58.2,715.0,5.3,0.9,9.4,0.377,nenhum
ES,Sudeste,Mata Atlantica,3,140.3,48.8,13,23.2,67.3,91.1,703.0,17.0,49.1,22.2,0.423,tempestade
PE,Nordeste,Cerrado,8,41.3,10.5,3,23.8,59.3,38.8,286.0,7.7,49.0,25.7,0.24,incendio_florestal
MG,Sudeste,Mata Atlantica,7,43.3,9.6,2,18.2,86.2,51.2,801.0,16.3,55.5,26.6,0.259,nenhum
MG,Sudeste,Mata Atlantica,7,54.4,19.5,3,20.0,71.5,32.4,1306.0,21.1,36.0,16.6,0.311,nenhum
MG,Sudeste,Mata Atlantica,1,112.1,13.8,11,27.6,82.0,21.7,544.0,18.0,260.1,24.1,0.424,nenhum
AL,Nordeste,Caatinga,5,106.8,37.0,12,24.1,53.2,15.5,256.0,0.7,43.3,24.6,0.404,nenhum
RJ,Sudeste,Cerrado,1,106.4,12.5,10,24.3,86.1,67.3,888.0,9.2,29.6,22.7,0.524,nenhum
BA,Nordeste,Cerrado,7,57.8,19.2,7,24.3,67.4,22.8,774.0,18.5,108.2,29.8,0.338,incendio_florestal
AL,Nordeste,Mata Atlantica,9,33.8,15.8,2,27.9,66.3,7.0,212.0,13.5,3.8,11.0,0.302,estiagem_seca
ES,Sudeste,Mata Atlantica,7,39.5,9.0,3,21.8,65.5,25.5,750.0,5.6,13.7,13.4,0.426,estiagem_seca
ES,Sudeste,Mata Atlantica,10,114.5,21.6,11,19.2,77.5,33.7,1494.0,18.5,198.6,30.5,0.332,nenhum
PI,Nordeste,Caatinga,5,170.6,44.0,12,21.9,74.2,90.4,367.0,12.3,61.9,25.1,0.646,tempestade
PR,Sul,Pampa,4,105.5,32.5,9,18.1,74.2,39.7,480.0,9.8,5.0,16.0,0.6,nenhum
AM,Norte,Cerrado,6,74.9,32.9,6,20.8,84.6,29.5,265.0,2.7,2086.1,45.5,0.339,nenhum
MG,Sudeste,Mata Atlantica,3,197.0,39.3,12,24.1,81.8,53.9,1282.0,21.0,31.9,25.5,0.547,nenhum
RS,Sul,Pampa,10,186.2,83.0,13,14.3,75.1,38.3,455.0,1.8,13.0,16.8,0.632,nenhum
RJ,Sudeste,Cerrado,10,90.2,23.1,5,20.3,73.8,32.2,589.0,14.3,4.8,15.9,0.48,nenhum
MG,Sudeste,Cerrado,5,114.9,28.8,6,18.9,83.1,45.2,1321.0,21.3,311.9,24.9,0.346,nenhum
MG,Sudeste,Mata Atlantica,10,53.0,33.3,4,22.3,69.5,30.6,648.0,9.6,10.1,19.0,0.374,nenhum
SP,Sudeste,Cerrado,1,223.8,77.8,20,23.9,81.3,73.7,410.0,12.9,22.9,21.2,0.603,tempestade
RJ,Sudeste,Mata Atlantica,2,257.3,52.8,24,18.8,79.7,70.2,524.0,9.8,67.2,22.9,0.604,tempestade
ES,Sudeste,Mata Atlantica,4,162.3,43.9,10,22.6,94.8,55.9,715.0,20.0,2.0,11.1,0.561,nenhum
RN,Nordeste,Cerrado,5,117.9,36.1,10,22.6,74.5,24.8,407.0,4.9,140.3,30.5,0.407,nenhum
MG,Sudeste,Mata Atlantica,3,172.4,22.9,16,24.6,74.3,31.5,305.0,9.3,10.7,18.4,0.441,nenhum
MA,Nordeste,Caatinga,7,62.2,39.2,5,26.3,58.1,50.5,622.0,15.5,206.9,27.7,0.407,nenhum
RS,Sul,Mata Atlantica,10,112.7,34.5,9,19.3,81.6,31.8,31.0,10.5,62.9,23.0,0.427,nenhum
PI,Nordeste,Mata Atlantica,6,95.6,31.3,8,25.2,59.7,30.1,113.0,20.5,228.3,19.7,0.451,nenhum
AL,Nordeste,Caatinga,6,51.0,7.1,5,23.7,61.8,39.4,608.0,8.8,56.0,22.2,0.37,nenhum
SC,Sul,Mata Atlantica,1,101.5,36.7,14,20.9,76.8,24.1,237.0,14.5,192.1,19.7,0.355,nenhum
PE,Nordeste,Caatinga,4,258.8,155.4,19,29.0,78.1,40.9,266.0,9.2,81.7,17.9,0.829,tempestade
CE,Nordeste,Caatinga,10,26.2,13.6,2,24.9,48.3,26.7,875.0,3.8,37.8,19.2,0.417,estiagem_seca
ES,Sudeste,Cerrado,10,104.0,58.3,11,21.6,81.4,21.8,422.0,27.4,68.9,28.4,0.315,deslizamento
RN,Nordeste,Mata Atlantica,2,102.4,26.2,9,31.6,67.0,43.1,383.0,4.6,0.5,9.4,0.44,estiagem_seca
PB,Nordeste,Caatinga,1,75.4,13.4,6,30.4,71.5,20.4,17.0,1.6,18.3,19.2,0.373,incendio_florestal
DF,Centro-Oeste,Amazonia,10,89.4,28.2,8,23.5,68.6,17.4,562.0,17.6,243.6,26.8,0.317,deslizamento
RN,Nordeste,Cerrado,3,87.7,52.8,5,29.8,71.7,16.9,255.0,9.4,6.1,13.2,0.373,inundacao
PE,Nordeste,Caatinga,7,44.2,22.3,4,19.4,68.7,43.7,607.0,7.5,17.3,14.4,0.486,estiagem_seca
PA,Norte,Cerrado,10,438.9,118.2,25,24.1,78.1,26.2,195.0,2.2,4.2,16.2,0.649,inundacao
PB,Nordeste,Cerrado,10,30.2,8.6,3,26.8,70.6,22.3,319.0,11.0,2.9,12.1,0.435,estiagem_seca
SE,Nordeste,Caatinga,7,92.6,16.4,5,24.7,46.5,53.1,286.0,3.4,23.0,18.8,0.477,nenhum
AC,Norte,Amazonia,5,268.5,36.7,21,21.5,94.0,14.7,38.0,7.9,76.1,19.8,0.704,inundacao
SP,Sudeste,Cerrado,10,128.4,34.9,12,21.3,89.7,30.2,15.0,11.0,26.8,19.4,0.548,nenhum
SP,Sudeste,Cerrado,9,164.7,51.2,12,19.0,72.2,90.6,288.0,19.5,6.1,17.6,0.59,tempestade
AP,Norte,Amazonia,11,395.4,123.0,23,26.1,91.2,30.1,43.0,17.7,6.9,16.5,0.725,inundacao
SE,Nordeste,Caatinga,7,31.5,10.7,0,23.7,74.6,50.2,465.0,8.2,9.4,17.9,0.358,tempestade
SC,Sul,Pampa,12,292.0,150.2,22,20.6,92.9,35.9,130.0,12.7,25.6,23.1,0.628,inundacao
MG,Sudeste,Cerrado,10,106.9,56.8,6,18.8,76.9,25.4,753.0,12.9,9.6,19.3,0.404,inundacao
MS,Centro-Oeste,Cerrado,1,99.6,34.3,9,29.6,81.1,31.5,1045.0,9.1,206.9,30.7,0.272,incendio_florestal
MT,Centro-Oeste,Cerrado,4,93.4,15.6,11,26.6,59.5,34.8,448.0,5.6,13.6,19.0,0.446,nenhum
PB,Nordeste,Caatinga,10,66.5,23.7,5,29.3,67.0,15.5,221.0,2.8,19.1,22.9,0.29,incendio_florestal
MG,Sudeste,Mata Atlantica,2,339.8,77.5,27,20.1,77.1,27.0,1109.0,24.8,88.0,19.1,0.572,deslizamento
RS,Sul,Pampa,9,84.9,50.6,9,16.7,76.9,52.9,796.0,17.1,1.9,12.1,0.442,nenhum
RS,Sul,Mata Atlantica,5,57.5,16.8,4,20.1,79.1,28.7,473.0,16.6,386.2,23.7,0.297,nenhum
MA,Nordeste,Caatinga,3,135.9,34.0,11,30.6,76.8,56.4,252.0,9.8,137.9,19.8,0.584,estiagem_seca
PE,Nordeste,Cerrado,7,45.7,26.0,3,22.0,55.6,67.3,83.0,2.0,132.3,18.3,0.372,incendio_florestal
BA,Nordeste,Cerrado,12,89.0,23.7,7,31.5,53.3,56.3,698.0,10.7,13.1,17.2,0.489,estiagem_seca
MA,Nordeste,Caatinga,11,50.5,18.1,5,27.1,76.5,58.4,19.0,6.4,10.9,17.9,0.315,estiagem_seca
RN,Nordeste,Caatinga,5,52.2,16.1,4,25.5,57.6,34.6,339.0,9.9,15.9,16.1,0.351,incendio_florestal
RJ,Sudeste,Mata Atlantica,1,385.4,213.4,28,25.0,69.9,32.2,1052.0,24.4,22.2,15.7,0.753,deslizamento
SE,Nordeste,Caatinga,11,33.2,8.6,0,30.2,61.2,52.3,410.0,2.9,266.6,27.4,0.088,estiagem_seca
PR,Sul,Mata Atlantica,11,297.4,112.6,25,18.7,88.5,66.8,525.0,25.5,2.1,11.2,0.589,deslizamento
RO,Norte,Amazonia,8,65.8,15.9,7,22.7,80.7,41.2,116.0,1.7,282.4,21.0,0.334,nenhum
TO,Norte,Amazonia,8,60.8,16.0,8,21.4,79.3,26.4,26.0,3.1,29.0,15.3,0.228,tempestade
RS,Sul,Mata Atlantica,7,54.7,17.8,4,17.1,80.9,26.6,381.0,5.2,201.1,25.6,0.248,inundacao
ES,Sudeste,Mata Atlantica,1,105.8,31.0,11,27.3,70.7,60.4,839.0,14.2,71.4,21.0,0.452,nenhum
MA,Nordeste,Cerrado,2,130.7,24.3,6,28.2,70.9,18.8,297.0,12.7,104.7,19.9,0.484,nenhum
SP,Sudeste,Mata Atlantica,2,206.5,83.6,13,25.3,76.3,15.7,23.0,15.7,167.7,21.7,0.638,inundacao
MA,Nordeste,Cerrado,11,71.2,24.2,4,30.2,70.3,43.3,12.0,6.2,33.5,19.2,0.277,incendio_florestal
RN,Nordeste,Mata Atlantica,1,95.6,46.0,5,29.5,73.4,34.9,70.0,9.5,9.7,13.7,0.477,estiagem_seca
DF,Centro-Oeste,Cerrado,7,42.4,19.0,2,20.9,72.7,51.7,1437.0,7.1,10.3,15.6,0.256,incendio_florestal
BA,Nordeste,Mata Atlantica,5,71.9,20.4,5,24.3,66.4,36.4,420.0,4.3,170.3,20.0,0.392,nenhum
SP,Sudeste,Mata Atlantica,1,148.8,48.4,12,25.8,74.4,45.2,271.0,22.3,406.6,30.6,0.509,nenhum
AL,Nordeste,Caatinga,12,64.3,15.1,1,31.4,57.2,52.0,121.0,0.8,13.5,20.5,0.486,estiagem_seca
ES,Sudeste,Mata Atlantica,1,117.5,31.9,8,26.7,74.6,50.0,563.0,17.2,214.4,26.1,0.538,nenhum
RJ,Sudeste,Mata Atlantica,11,264.9,75.3,19,23.9,82.6,41.2,1074.0,11.2,172.0,32.2,0.687,nenhum
AL,Nordeste,Caatinga,10,36.9,25.5,4,25.8,68.4,70.6,177.0,6.1,4.2,16.0,0.279,estiagem_seca
